src_abb,src_num,tgt_abb,tgt_num,year,birth_rateper1000
USA,840,USA,840,1963,21.7
UZB,860,UZB,860,1963,42.945
VCT,670,VCT,670,1963,45.895
VEN,862,VEN,862,1963,42.864
VIR,850,VIR,850,1963,33.86
VNM,704,VNM,704,1963,40.373
VUT,548,VUT,548,1963,47.048
WSM,882,WSM,882,1963,46.761
YEM,887,YEM,887,1963,54.413
ZAF,710,ZAF,710,1963,40.419
ZMB,894,ZMB,894,1963,49.865
ZWE,716,ZWE,716,1963,47.876
ABW,533,ABW,533,1964,30.737
AFG,4,AFG,4,1964,51.589
AGO,24,AGO,24,1964,48.45
ALB,8,ALB,8,1964,37.695
ARE,784,ARE,784,1964,44.694
ARG,32,ARG,32,1964,23.033
ARM,51,ARM,51,1964,31.54
ATG,28,ATG,28,1964,31.33
AUS,36,AUS,36,1964,20.5
AUT,40,AUT,40,1964,18.5
AZE,31,AZE,31,1964,42.774
BDI,108,BDI,108,1964,48.283
BEL,56,BEL,56,1964,17.2
BEN,204,BEN,204,1964,45.805
BFA,854,BFA,854,1964,47.273
BGD,50,BGD,50,1964,48.364
BGR,100,BGR,100,1964,16.1
BHR,48,BHR,48,1964,44.749
BHS,44,BHS,44,1964,31.205
BIH,70,BIH,70,1964,28.584
BLR,112,BLR,112,1964,20.068
BLZ,84,BLZ,84,1964,43.018
BOL,68,BOL,68,1964,43.337
BRA,76,BRA,76,1964,40.234
BRB,52,BRB,52,1964,27.414
BRN,96,BRN,96,1964,40.67
BTN,64,BTN,64,1964,49.546
BWA,72,BWA,72,1964,46.362
CAF,140,CAF,140,1964,43.144
CAN,124,CAN,124,1964,23.4
CHE,756,CHE,756,1964,19.5
CHL,152,CHL,152,1964,33.332
CHN,156,CHN,156,1964,39.14
CIV,384,CIV,384,1964,52.694
CMR,120,CMR,120,1964,43.633
COD,180,COD,180,1964,46.891
COG,178,COG,178,1964,43.341
COL,170,COL,170,1964,43.79
COM,174,COM,174,1964,46.951
CPV,132,CPV,132,1964,45.881
CRI,188,CRI,188,1964,41.965
CUB,192,CUB,192,1964,34.774
CYP,196,CYP,196,1964,23.339
CZE,203,CZE,203,1964,15.9
DEU,276,DEU,276,1964,18
DJI,262,DJI,262,1964,44.546
DNK,208,DNK,208,1964,17.7
DOM,214,DOM,214,1964,48.092
DZA,12,DZA,12,1964,48.918
ECU,218,ECU,218,1964,43.329
EGY,818,EGY,818,1964,44.637
ERI,232,ERI,232,1964,48.135
ESP,724,ESP,724,1964,22
EST,233,EST,233,1964,15.4
ETH,231,ETH,231,1964,47.789
FIN,246,FIN,246,1964,17.7
FJI,242,FJI,242,1964,40.229
FRA,250,FRA,250,1964,18.4
FSM,583,FSM,583,1964,42.558
GAB,266,GAB,266,1964,34.747
GBR,826,GBR,826,1964,18.8
GEO,268,GEO,268,1964,23.507
GHA,288,GHA,288,1964,47.719
GIN,324,GIN,324,1964,45.392
GMB,270,GMB,270,1964,48.212
GNB,624,GNB,624,1964,41.873
GNQ,226,GNQ,226,1964,40.658
GRC,300,GRC,300,1964,18
GRD,308,GRD,308,1964,36.975
GTM,320,GTM,320,1964,46.502
GUM,316,GUM,316,1964,36.928
GUY,328,GUY,328,1964,39.471
HKG,344,HKG,344,1964,30.7
HND,340,HND,340,1964,48.973
HRV,191,HRV,191,1964,16.2
HTI,332,HTI,332,1964,42.887
HUN,348,HUN,348,1964,13.1
IDN,360,IDN,360,1964,43.12
IND,356,IND,356,1964,40.898
IRL,372,IRL,372,1964,22.4
IRN,364,IRN,364,1964,45.489
IRQ,368,IRQ,368,1964,44.739
ISL,352,ISL,352,1964,25.3
ISR,376,ISR,376,1964,25.7
ITA,380,ITA,380,1964,19.7
JAM,388,JAM,388,1964,40.337
JOR,400,JOR,400,1964,53.407
JPN,392,JPN,392,1964,17.8
KAZ,398,KAZ,398,1964,31.37
KEN,404,KEN,404,1964,50.807
KGZ,417,KGZ,417,1964,37.624
KHM,116,KHM,116,1964,45.435
KIR,296,KIR,296,1964,43.564
KOR,410,KOR,410,1964,36.552
KWT,414,KWT,414,1964,45.548
LAO,418,LAO,418,1964,42.883
LBN,422,LBN,422,1964,36.188
LBR,430,LBR,430,1964,48.733
LBY,434,LBY,434,1964,50.708
LCA,662,LCA,662,1964,44.636
LKA,144,LKA,144,1964,34.504
LSO,426,LSO,426,1964,43.337
LTU,440,LTU,440,1964,19
LUX,442,LUX,442,1964,16
LVA,428,LVA,428,1964,14.8
MAC,446,MAC,446,1964,21.537
MAR,504,MAR,504,1964,48.487
MDA,498,MDA,498,1964,23.786
MDG,450,MDG,450,1964,48.292
MDV,462,MDV,462,1964,54.446
MEX,484,MEX,484,1964,44.366
MKD,807,MKD,807,1964,28.007
MLI,466,MLI,466,1964,50.113
MLT,470,MLT,470,1964,19.9
MMR,104,MMR,104,1964,42.171
MNG,496,MNG,496,1964,47.367
MOZ,508,MOZ,508,1964,46.812
MRT,478,MRT,478,1964,48.082
MUS,480,MUS,480,1964,38.9
MWI,454,MWI,454,1964,52.016
MYS,458,MYS,458,1964,39.943
NAM,516,NAM,516,1964,41.782
NCL,540,NCL,540,1964,33.8
NER,562,NER,562,1964,58.152
NGA,566,NGA,566,1964,46.024
NIC,558,NIC,558,1964,48.218
NLD,528,NLD,528,1964,20.7
NOR,578,NOR,578,1964,17.7
NPL,524,NPL,524,1964,43.605
NZL,554,NZL,554,1964,24.2
OMN,512,OMN,512,1964,48.975
PAK,586,PAK,586,1964,44.144
PAN,591,PAN,591,1964,40.356
PER,604,PER,604,1964,45.494
PHL,608,PHL,608,1964,42.179
PNG,598,PNG,598,1964,41.887
POL,616,POL,616,1964,18.1
PRI,630,PRI,630,1964,31
PRK,408,PRK,408,1964,34.79
PRT,620,PRT,620,1964,24
PRY,600,PRY,600,1964,40.793
PSE,275,PSE,275,1964,
PYF,258,PYF,258,1964,37.886
QAT,634,QAT,634,1964,40.081
ROU,642,ROU,642,1964,15.2
RUS,643,RUS,643,1964,18.936
RWA,646,RWA,646,1964,49.716
SAU,682,SAU,682,1964,47.438
SEN,686,SEN,686,1964,50.235
SGP,702,SGP,702,1964,31.6
SLB,90,SLB,90,1964,41.129
SLE,694,SLE,694,1964,47.618
SLV,222,SLV,222,1964,45.952
SOM,706,SOM,706,1964,47.261
STP,678,STP,678,1964,45.837
SUR,740,SUR,740,1964,43.124
SVK,703,SVK,703,1964,20.1
SVN,705,SVN,705,1964,17.9
SWE,752,SWE,752,1964,16
SWZ,748,SWZ,748,1964,48.07
SYC,690,SYC,690,1964,
SYR,760,SYR,760,1964,47.034
TCD,148,TCD,148,1964,45.512
TGO,768,TGO,768,1964,47.847
THA,764,THA,764,1964,42.041
TJK,762,TJK,762,1964,46.73
TKM,795,TKM,795,1964,43.534
TLS,626,TLS,626,1964,45.56
TON,776,TON,776,1964,44.497
TTO,780,TTO,780,1964,33.381
TUN,788,TUN,788,1964,44.861
TUR,792,TUR,792,1964,42.732
TZA,834,TZA,834,1964,48.87
UGA,800,UGA,800,1964,48.71
UKR,804,UKR,804,1964,16.735
URY,858,URY,858,1964,21.406
USA,840,USA,840,1964,21.1
UZB,860,UZB,860,1964,42.128
VCT,670,VCT,670,1964,45.143
VEN,862,VEN,862,1964,42.215
VIR,850,VIR,850,1964,33.48
VNM,704,VNM,704,1964,39.67
VUT,548,VUT,548,1964,46.326
WSM,882,WSM,882,1964,46.084
YEM,887,YEM,887,1964,54.75
ZAF,710,ZAF,710,1964,40.152
ZMB,894,ZMB,894,1964,49.793
ZWE,716,ZWE,716,1964,47.77
ABW,533,ABW,533,1965,29.413
AFG,4,AFG,4,1965,51.631
AGO,24,AGO,24,1965,48.622
ALB,8,ALB,8,1965,36.599
ARE,784,ARE,784,1965,43.856
ARG,32,ARG,32,1965,22.909
ARM,51,ARM,51,1965,29.447
ATG,28,ATG,28,1965,30.858
AUS,36,AUS,36,1965,19.6
AUT,40,AUT,40,1965,17.9
AZE,31,AZE,31,1965,41.099
BDI,108,BDI,108,1965,48.212
BEL,56,BEL,56,1965,16.4
BEN,204,BEN,204,1965,46.075
BFA,854,BFA,854,1965,47.332
BGD,50,BGD,50,1965,48.28
BGR,100,BGR,100,1965,15.3
BHR,48,BHR,48,1965,44.032
BHS,44,BHS,44,1965,29.877
BIH,70,BIH,70,1965,27.642
BLR,112,BLR,112,1965,19.09
BLZ,84,BLZ,84,1965,42.693
BOL,68,BOL,68,1965,43.177
BRA,76,BRA,76,1965,39.453
BRB,52,BRB,52,1965,26.35
BRN,96,BRN,96,1965,39.531
BTN,64,BTN,64,1965,49.541
BWA,72,BWA,72,1965,46.145
CAF,140,CAF,140,1965,43.088
CAN,124,CAN,124,1965,21.3
CHE,756,CHE,756,1965,19.1
CHL,152,CHL,152,1965,32.614
CHN,156,CHN,156,1965,37.88
CIV,384,CIV,384,1965,52.316
CMR,120,CMR,120,1965,43.869
COD,180,COD,180,1965,46.903
COG,178,COG,178,1965,43.485
COL,170,COL,170,1965,42.827
COM,174,COM,174,1965,46.696
CPV,132,CPV,132,1965,45.137
CRI,188,CRI,188,1965,40.441
CUB,192,CUB,192,1965,34.308
CYP,196,CYP,196,1965,22.473
CZE,203,CZE,203,1965,15.1
DEU,276,DEU,276,1965,17.4
DJI,262,DJI,262,1965,44.713
DNK,208,DNK,208,1965,18
DOM,214,DOM,214,1965,47.029
DZA,12,DZA,12,1965,48.575
ECU,218,ECU,218,1965,43.052
EGY,818,EGY,818,1965,44.167
ERI,232,ERI,232,1965,47.927
ESP,724,ESP,724,1965,21.1
EST,233,EST,233,1965,14.6
ETH,231,ETH,231,1965,47.741
FIN,246,FIN,246,1965,17.1
FJI,242,FJI,242,1965,38.876
FRA,250,FRA,250,1965,18.2
FSM,583,FSM,583,1965,42.39
GAB,266,GAB,266,1965,35.262
GBR,826,GBR,826,1965,18.3
GEO,268,GEO,268,1965,22.898
GHA,288,GHA,288,1965,47.634
GIN,324,GIN,324,1965,45.296
GMB,270,GMB,270,1965,48.118
GNB,624,GNB,624,1965,41.868
GNQ,226,GNQ,226,1965,40.73
GRC,300,GRC,300,1965,17.7
GRD,308,GRD,308,1965,34.562
GTM,320,GTM,320,1965,46.189
GUM,316,GUM,316,1965,35.932
GUY,328,GUY,328,1965,38.721
HKG,344,HKG,344,1965,28.1
HND,340,HND,340,1965,48.837
HRV,191,HRV,191,1965,16.6
HTI,332,HTI,332,1965,42.375
HUN,348,HUN,348,1965,13.1
IDN,360,IDN,360,1965,42.69
IND,356,IND,356,1965,40.587
IRL,372,IRL,372,1965,22.1
IRN,364,IRN,364,1965,44.898
IRQ,368,IRQ,368,1965,45.453
ISL,352,ISL,352,1965,24.6
ISR,376,ISR,376,1965,25.8
ITA,380,ITA,380,1965,19
JAM,388,JAM,388,1965,39.841
JOR,400,JOR,400,1965,53.294
JPN,392,JPN,392,1965,18.7
KAZ,398,KAZ,398,1965,29.91
KEN,404,KEN,404,1965,50.748
KGZ,417,KGZ,417,1965,36.44
KHM,116,KHM,116,1965,45.082
KIR,296,KIR,296,1965,42.157
KOR,410,KOR,410,1965,35.119
KWT,414,KWT,414,1965,46.44
LAO,418,LAO,418,1965,42.854
LBN,422,LBN,422,1965,35.496
LBR,430,LBR,430,1965,48.666
LBY,434,LBY,434,1965,50.978
LCA,662,LCA,662,1965,43.577
LKA,144,LKA,144,1965,33.925
LSO,426,LSO,426,1965,43.46
LTU,440,LTU,440,1965,18.1
LUX,442,LUX,442,1965,16
LVA,428,LVA,428,1965,13.8
MAC,446,MAC,446,1965,19.265
MAR,504,MAR,504,1965,47.602
MDA,498,MDA,498,1965,22.727
MDG,450,MDG,450,1965,48.217
MDV,462,MDV,462,1965,54.004
MEX,484,MEX,484,1965,44.232
MKD,807,MKD,807,1965,27.722
MLI,466,MLI,466,1965,50.143
MLT,470,MLT,470,1965,17.7
MMR,104,MMR,104,1965,41.826
MNG,496,MNG,496,1965,46.948
MOZ,508,MOZ,508,1965,46.927
MRT,478,MRT,478,1965,47.75
MUS,480,MUS,480,1965,36
MWI,454,MWI,454,1965,52.123
MYS,458,MYS,458,1965,38.809
NAM,516,NAM,516,1965,41.767
NCL,540,NCL,540,1965,34.5
NER,562,NER,562,1965,58.037
NGA,566,NGA,566,1965,45.94
NIC,558,NIC,558,1965,47.541
NLD,528,NLD,528,1965,19.9
NOR,578,NOR,578,1965,17.8
NPL,524,NPL,524,1965,43.393
NZL,554,NZL,554,1965,22.9
OMN,512,OMN,512,1965,48.855
PAK,586,PAK,586,1965,44.049
PAN,591,PAN,591,1965,39.963
PER,604,PER,604,1965,45.014
PHL,608,PHL,608,1965,41.652
PNG,598,PNG,598,1965,41.743
POL,616,POL,616,1965,17.4
PRI,630,PRI,630,1965,30.7
PRK,408,PRK,408,1965,35.507
PRT,620,PRT,620,1965,23.4
PRY,600,PRY,600,1965,40.423
PSE,275,PSE,275,1965,
PYF,258,PYF,258,1965,37.253
QAT,634,QAT,634,1965,39.567
ROU,642,ROU,642,1965,14.6
RUS,643,RUS,643,1965,17.676
RWA,646,RWA,646,1965,49.355
SAU,682,SAU,682,1965,47.343
SEN,686,SEN,686,1965,50.214
SGP,702,SGP,702,1965,29.5
SLB,90,SLB,90,1965,41.366
SLE,694,SLE,694,1965,47.695
SLV,222,SLV,222,1965,45.443
SOM,706,SOM,706,1965,47.185
STP,678,STP,678,1965,45.051
SUR,740,SUR,740,1965,42.262
SVK,703,SVK,703,1965,19.3
SVN,705,SVN,705,1965,18.5
SWE,752,SWE,752,1965,15.9
SWZ,748,SWZ,748,1965,48.299
SYC,690,SYC,690,1965,
SYR,760,SYR,760,1965,46.729
TCD,148,TCD,148,1965,45.55
TGO,768,TGO,768,1965,47.93
THA,764,THA,764,1965,41.708
TJK,762,TJK,762,1965,45.896
TKM,795,TKM,795,1965,42.495
TLS,626,TLS,626,1965,45.238
TON,776,TON,776,1965,43.44
TTO,780,TTO,780,1965,31.882
TUN,788,TUN,788,1965,44.507
TUR,792,TUR,792,1965,42.132
TZA,834,TZA,834,1965,48.805
UGA,800,UGA,800,1965,48.661
UKR,804,UKR,804,1965,16.059
URY,858,URY,858,1965,21.14
USA,840,USA,840,1965,19.4
UZB,860,UZB,860,1965,41.177
VCT,670,VCT,670,1965,44.365
VEN,862,VEN,862,1965,41.532
VIR,850,VIR,850,1965,33.1
VNM,704,VNM,704,1965,38.986
VUT,548,VUT,548,1965,45.559
WSM,882,WSM,882,1965,45.306
YEM,887,YEM,887,1965,55.089
ZAF,710,ZAF,710,1965,39.871
ZMB,894,ZMB,894,1965,49.68
ZWE,716,ZWE,716,1965,47.643
ABW,533,ABW,533,1966,28.121
AFG,4,AFG,4,1966,51.652
AGO,24,AGO,24,1966,48.936
ALB,8,ALB,8,1966,35.496
ARE,784,ARE,784,1966,42.857
ARG,32,ARG,32,1966,22.83
ARM,51,ARM,51,1966,27.496
ATG,28,ATG,28,1966,30.32
AUS,36,AUS,36,1966,19.8
AUT,40,AUT,40,1966,17.6
AZE,31,AZE,31,1966,39.22
BDI,108,BDI,108,1966,48.114
BEL,56,BEL,56,1966,15.9
BEN,204,BEN,204,1966,46.296
BFA,854,BFA,854,1966,47.388
BGD,50,BGD,50,1966,48.157
BGR,100,BGR,100,1966,14.9
BHR,48,BHR,48,1966,43.115
BHS,44,BHS,44,1966,28.613
BIH,70,BIH,70,1966,26.685
BLR,112,BLR,112,1966,18.184
BLZ,84,BLZ,84,1966,42.432
BOL,68,BOL,68,1966,43.006
BRA,76,BRA,76,1966,38.589
BRB,52,BRB,52,1966,25.263
BRN,96,BRN,96,1966,38.549
BTN,64,BTN,64,1966,49.509
BWA,72,BWA,72,1966,45.935
CAF,140,CAF,140,1966,43.009
CAN,124,CAN,124,1966,19.3
CHE,756,CHE,756,1966,18.5
CHL,152,CHL,152,1966,31.855
CHN,156,CHN,156,1966,35.05
CIV,384,CIV,384,1966,51.989
CMR,120,CMR,120,1966,44.077
COD,180,COD,180,1966,46.888
COG,178,COG,178,1966,43.614
COL,170,COL,170,1966,41.705
COM,174,COM,174,1966,46.44
CPV,132,CPV,132,1966,44.354
CRI,188,CRI,188,1966,38.788
CUB,192,CUB,192,1966,33.475
CYP,196,CYP,196,1966,21.584
CZE,203,CZE,203,1966,14.4
DEU,276,DEU,276,1966,17.2
DJI,262,DJI,262,1966,44.857
DNK,208,DNK,208,1966,18.4
DOM,214,DOM,214,1966,45.955
DZA,12,DZA,12,1966,48.215
ECU,218,ECU,218,1966,42.738
EGY,818,EGY,818,1966,43.71
ERI,232,ERI,232,1966,47.705
ESP,724,ESP,724,1966,20.7
EST,233,EST,233,1966,14.2
ETH,231,ETH,231,1966,47.711
FIN,246,FIN,246,1966,17
FJI,242,FJI,242,1966,37.606
FRA,250,FRA,250,1966,18
FSM,583,FSM,583,1966,42.211
GAB,266,GAB,266,1966,35.712
GBR,826,GBR,826,1966,17.9
GEO,268,GEO,268,1966,22.253
GHA,288,GHA,288,1966,47.47
GIN,324,GIN,324,1966,45.241
GMB,270,GMB,270,1966,48.03
GNB,624,GNB,624,1966,41.91
GNQ,226,GNQ,226,1966,40.843
GRC,300,GRC,300,1966,18
GRD,308,GRD,308,1966,32.37
GTM,320,GTM,320,1966,45.942
GUM,316,GUM,316,1966,34.819
GUY,328,GUY,328,1966,38.075
HKG,344,HKG,344,1966,25.3
HND,340,HND,340,1966,48.703
HRV,191,HRV,191,1966,16.5
HTI,332,HTI,332,1966,41.789
HUN,348,HUN,348,1966,13.6
IDN,360,IDN,360,1966,42.233
IND,356,IND,356,1966,40.274
IRL,372,IRL,372,1966,21.5
IRN,364,IRN,364,1966,44.3
IRQ,368,IRQ,368,1966,45.97
ISL,352,ISL,352,1966,24
ISR,376,ISR,376,1966,25.5
ITA,380,ITA,380,1966,18.7
JAM,388,JAM,388,1966,39.163
JOR,400,JOR,400,1966,52.985
JPN,392,JPN,392,1966,13.8
KAZ,398,KAZ,398,1966,28.528
KEN,404,KEN,404,1966,50.723
KGZ,417,KGZ,417,1966,35.286
KHM,116,KHM,116,1966,44.702
KIR,296,KIR,296,1966,40.624
KOR,410,KOR,410,1966,33.82
KWT,414,KWT,414,1966,47.232
LAO,418,LAO,418,1966,42.855
LBN,422,LBN,422,1966,34.787
LBR,430,LBR,430,1966,48.603
LBY,434,LBY,434,1966,51.238
LCA,662,LCA,662,1966,42.561
LKA,144,LKA,144,1966,33.345
LSO,426,LSO,426,1966,43.611
LTU,440,LTU,440,1966,18
LUX,442,LUX,442,1966,15.6
LVA,428,LVA,428,1966,14
MAC,446,MAC,446,1966,17.175
MAR,504,MAR,504,1966,46.649
MDA,498,MDA,498,1966,21.764
MDG,450,MDG,450,1966,48.162
MDV,462,MDV,462,1966,53.448
MEX,484,MEX,484,1966,44.096
MKD,807,MKD,807,1966,27.395
MLI,466,MLI,466,1966,50.184
MLT,470,MLT,470,1966,16.9
MMR,104,MMR,104,1966,41.474
MNG,496,MNG,496,1966,46.344
MOZ,508,MOZ,508,1966,47.01
MRT,478,MRT,478,1966,47.434
MUS,480,MUS,480,1966,36
MWI,454,MWI,454,1966,52.197
MYS,458,MYS,458,1966,37.618
NAM,516,NAM,516,1966,41.846
NCL,540,NCL,540,1966,34.95
NER,562,NER,562,1966,57.871
NGA,566,NGA,566,1966,45.898
NIC,558,NIC,558,1966,47.02
NLD,528,NLD,528,1966,19.2
NOR,578,NOR,578,1966,17.9
NPL,524,NPL,524,1966,43.212
NZL,554,NZL,554,1966,22.5
OMN,512,OMN,512,1966,48.713
PAK,586,PAK,586,1966,43.912
PAN,591,PAN,591,1966,39.535
PER,604,PER,604,1966,44.495
PHL,608,PHL,608,1966,41.128
PNG,598,PNG,598,1966,41.609
POL,616,POL,616,1966,16.8
PRI,630,PRI,630,1966,28.9
PRK,408,PRK,408,1966,36.486
PRT,620,PRT,620,1966,23.2
PRY,600,PRY,600,1966,39.96
PSE,275,PSE,275,1966,
PYF,258,PYF,258,1966,36.722
QAT,634,QAT,634,1966,39.003
ROU,642,ROU,642,1966,14.2
RUS,643,RUS,643,1966,16.579
RWA,646,RWA,646,1966,49.147
SAU,682,SAU,682,1966,47.235
SEN,686,SEN,686,1966,50.185
SGP,702,SGP,702,1966,28.3
SLB,90,SLB,90,1966,41.798
SLE,694,SLE,694,1966,47.731
SLV,222,SLV,222,1966,44.907
SOM,706,SOM,706,1966,47.105
STP,678,STP,678,1966,44.212
SUR,740,SUR,740,1966,41.296
SVK,703,SVK,703,1966,18.5
SVN,705,SVN,705,1966,18.5
SWE,752,SWE,752,1966,15.8
SWZ,748,SWZ,748,1966,48.577
SYC,690,SYC,690,1966,
SYR,760,SYR,760,1966,46.482
TCD,148,TCD,148,1966,45.667
TGO,768,TGO,768,1966,48.007
THA,764,THA,764,1966,41.244
TJK,762,TJK,762,1966,45.045
TKM,795,TKM,795,1966,41.396
TLS,626,TLS,626,1966,44.868
TON,776,TON,776,1966,42.193
TTO,780,TTO,780,1966,30.394
TUN,788,TUN,788,1966,44.039
TUR,792,TUR,792,1966,41.596
TZA,834,TZA,834,1966,48.723
UGA,800,UGA,800,1966,48.616
UKR,804,UKR,804,1966,15.596
URY,858,URY,858,1966,20.91
USA,840,USA,840,1966,18.4
UZB,860,UZB,860,1966,40.173
VCT,670,VCT,670,1966,43.575
VEN,862,VEN,862,1966,40.8
VIR,850,VIR,850,1966,32.72222222
VNM,704,VNM,704,1966,38.355
VUT,548,VUT,548,1966,44.774
WSM,882,WSM,882,1966,44.457
YEM,887,YEM,887,1966,55.413
ZAF,710,ZAF,710,1966,39.588
ZMB,894,ZMB,894,1966,49.559
ZWE,716,ZWE,716,1966,47.515
ABW,533,ABW,533,1967,26.908
AFG,4,AFG,4,1967,51.65
AGO,24,AGO,24,1967,49.343
ALB,8,ALB,8,1967,34.435
ARE,784,ARE,784,1967,41.678
ARG,32,ARG,32,1967,22.804
ARM,51,ARM,51,1967,25.786
ATG,28,ATG,28,1967,29.698
AUS,36,AUS,36,1967,19.4
AUT,40,AUT,40,1967,17.3
AZE,31,AZE,31,1967,37.266
BDI,108,BDI,108,1967,47.995
BEL,56,BEL,56,1967,15.3
BEN,204,BEN,204,1967,46.476
BFA,854,BFA,854,1967,47.429
BGD,50,BGD,50,1967,47.989
BGR,100,BGR,100,1967,15
BHR,48,BHR,48,1967,42.029
BHS,44,BHS,44,1967,27.571
BIH,70,BIH,70,1967,25.777
BLR,112,BLR,112,1967,17.395
BLZ,84,BLZ,84,1967,42.23
BOL,68,BOL,68,1967,42.833
BRA,76,BRA,76,1967,37.683
BRB,52,BRB,52,1967,24.22
BRN,96,BRN,96,1967,37.771
BTN,64,BTN,64,1967,49.432
BWA,72,BWA,72,1967,45.726
CAF,140,CAF,140,1967,42.907
CAN,124,CAN,124,1967,18.2
CHE,756,CHE,756,1967,17.9
CHL,152,CHL,152,1967,31.076
CHN,156,CHN,156,1967,33.96
CIV,384,CIV,384,1967,51.708
CMR,120,CMR,120,1967,44.261
COD,180,COD,180,1967,46.851
COG,178,COG,178,1967,43.727
COL,170,COL,170,1967,40.459
COM,174,COM,174,1967,46.185
CPV,132,CPV,132,1967,43.571
CRI,188,CRI,188,1967,37.078
CUB,192,CUB,192,1967,32.469
CYP,196,CYP,196,1967,20.753
CZE,203,CZE,203,1967,14.1
DEU,276,DEU,276,1967,16.5
DJI,262,DJI,262,1967,44.979
DNK,208,DNK,208,1967,16.8
DOM,214,DOM,214,1967,44.877
DZA,12,DZA,12,1967,47.869
ECU,218,ECU,218,1967,42.379
EGY,818,EGY,818,1967,43.245
ERI,232,ERI,232,1967,47.466
ESP,724,ESP,724,1967,20.7
EST,233,EST,233,1967,14.2
ETH,231,ETH,231,1967,47.725
FIN,246,FIN,246,1967,16.8
FJI,242,FJI,242,1967,36.445
FRA,250,FRA,250,1967,17.7
FSM,583,FSM,583,1967,41.997
GAB,266,GAB,266,1967,36.09
GBR,826,GBR,826,1967,17.5
GEO,268,GEO,268,1967,21.6
GHA,288,GHA,288,1967,47.236
GIN,324,GIN,324,1967,45.227
GMB,270,GMB,270,1967,47.933
GNB,624,GNB,624,1967,41.999
GNQ,226,GNQ,226,1967,40.982
GRC,300,GRC,300,1967,18.8
GRD,308,GRD,308,1967,30.551
GTM,320,GTM,320,1967,45.745
GUM,316,GUM,316,1967,33.754
GUY,328,GUY,328,1967,37.51
HKG,344,HKG,344,1967,23.7
HND,340,HND,340,1967,48.539
HRV,191,HRV,191,1967,15.5
HTI,332,HTI,332,1967,41.157
HUN,348,HUN,348,1967,14.6
IDN,360,IDN,360,1967,41.735
IND,356,IND,356,1967,39.968
IRL,372,IRL,372,1967,21.1
IRN,364,IRN,364,1967,43.699
IRQ,368,IRQ,368,1967,46.258
ISL,352,ISL,352,1967,22.2
ISR,376,ISR,376,1967,23.7
ITA,380,ITA,380,1967,17.9
JAM,388,JAM,388,1967,38.32
JOR,400,JOR,400,1967,52.546
JPN,392,JPN,392,1967,19.4
KAZ,398,KAZ,398,1967,27.346
KEN,404,KEN,404,1967,50.731
KGZ,417,KGZ,417,1967,34.248
KHM,116,KHM,116,1967,44.302
KIR,296,KIR,296,1967,39.021
KOR,410,KOR,410,1967,32.65
KWT,414,KWT,414,1967,47.875
LAO,418,LAO,418,1967,42.882
LBN,422,LBN,422,1967,34.091
LBR,430,LBR,430,1967,48.557
LBY,434,LBY,434,1967,51.418
LCA,662,LCA,662,1967,41.562
LKA,144,LKA,144,1967,32.725
LSO,426,LSO,426,1967,43.778
LTU,440,LTU,440,1967,17.7
LUX,442,LUX,442,1967,14.8
LVA,428,LVA,428,1967,14
MAC,446,MAC,446,1967,15.326
MAR,504,MAR,504,1967,45.659
MDA,498,MDA,498,1967,20.946
MDG,450,MDG,450,1967,48.122
MDV,462,MDV,462,1967,52.785
MEX,484,MEX,484,1967,43.931
MKD,807,MKD,807,1967,26.99
MLI,466,MLI,466,1967,50.233
MLT,470,MLT,470,1967,17
MMR,104,MMR,104,1967,41.111
MNG,496,MNG,496,1967,45.68
MOZ,508,MOZ,508,1967,47.068
MRT,478,MRT,478,1967,47.13
MUS,480,MUS,480,1967,31
MWI,454,MWI,454,1967,52.232
MYS,458,MYS,458,1967,36.465
NAM,516,NAM,516,1967,42.03
NCL,540,NCL,540,1967,35.4
NER,562,NER,562,1967,57.663
NGA,566,NGA,566,1967,45.913
NIC,558,NIC,558,1967,46.638
NLD,528,NLD,528,1967,18.9
NOR,578,NOR,578,1967,17.6
NPL,524,NPL,524,1967,43.053
NZL,554,NZL,554,1967,22.5
OMN,512,OMN,512,1967,48.55
PAK,586,PAK,586,1967,43.742
PAN,591,PAN,591,1967,39.08
PER,604,PER,604,1967,43.948
PHL,608,PHL,608,1967,40.612
PNG,598,PNG,598,1967,41.491
POL,616,POL,616,1967,16.3
PRI,630,PRI,630,1967,26.7
PRK,408,PRK,408,1967,37.343
PRT,620,PRT,620,1967,22.8
PRY,600,PRY,600,1967,39.397
PSE,275,PSE,275,1967,
PYF,258,PYF,258,1967,36.266
QAT,634,QAT,634,1967,38.367
ROU,642,ROU,642,1967,27
RUS,643,RUS,643,1967,15.707
RWA,646,RWA,646,1967,49.09
SAU,682,SAU,682,1967,47.124
SEN,686,SEN,686,1967,50.143
SGP,702,SGP,702,1967,25.6
SLB,90,SLB,90,1967,42.45
SLE,694,SLE,694,1967,47.742
SLV,222,SLV,222,1967,44.368
SOM,706,SOM,706,1967,47.014
STP,678,STP,678,1967,43.388
SUR,740,SUR,740,1967,40.28
SVK,703,SVK,703,1967,17.4
SVN,705,SVN,705,1967,17.7
SWE,752,SWE,752,1967,15.4
SWZ,748,SWZ,748,1967,48.901
SYC,690,SYC,690,1967,
SYR,760,SYR,760,1967,46.303
TCD,148,TCD,148,1967,45.87
TGO,768,TGO,768,1967,48.079
