src_abb,src_num,tgt_abb,tgt_num,year,birth_rateper1000
ESP,724,ESP,724,1992,10.1
EST,233,EST,233,1992,11.8
ETH,231,ETH,231,1992,46.932
FIN,246,FIN,246,1992,13.2
FJI,242,FJI,242,1992,28.183
FRA,250,FRA,250,1992,13.1
FSM,583,FSM,583,1992,33.12
GAB,266,GAB,266,1992,36.873
GBR,826,GBR,826,1992,13.6
GEO,268,GEO,268,1992,16.162
GHA,288,GHA,288,1992,39.053
GIN,324,GIN,324,1992,47.497
GMB,270,GMB,270,1992,46.399
GNB,624,GNB,624,1992,45.685
GNQ,226,GNQ,226,1992,41.723
GRC,300,GRC,300,1992,10
GRD,308,GRD,308,1992,25.485
GTM,320,GTM,320,1992,38.642
GUM,316,GUM,316,1992,24.526
GUY,328,GUY,328,1992,28.204
HKG,344,HKG,344,1992,12.3
HND,340,HND,340,1992,37.755
HRV,191,HRV,191,1992,10.3
HTI,332,HTI,332,1992,35.935
HUN,348,HUN,348,1992,11.7
IDN,360,IDN,360,1992,24.581
IND,356,IND,356,1992,30.348
IRL,372,IRL,372,1992,14.4
IRN,364,IRN,364,1992,27.542
IRQ,368,IRQ,368,1992,37.376
ISL,352,ISL,352,1992,17.7
ISR,376,ISR,376,1992,21.5
ITA,380,ITA,380,1992,10
JAM,388,JAM,388,1992,24.634
JOR,400,JOR,400,1992,34.672
JPN,392,JPN,392,1992,9.8
KAZ,398,KAZ,398,1992,20.54
KEN,404,KEN,404,1992,41.015
KGZ,417,KGZ,417,1992,28.2
KHM,116,KHM,116,1992,38.94
KIR,296,KIR,296,1992,35.756
KOR,410,KOR,410,1992,16.7
KWT,414,KWT,414,1992,21.341
LAO,418,LAO,418,1992,41.712
LBN,422,LBN,422,1992,27.125
LBR,430,LBR,430,1992,44.576
LBY,434,LBY,434,1992,27.127
LCA,662,LCA,662,1992,26.642
LKA,144,LKA,144,1992,19.853
LSO,426,LSO,426,1992,33.443
LTU,440,LTU,440,1992,14.7
LUX,442,LUX,442,1992,13.1
LVA,428,LVA,428,1992,12.1
MAC,446,MAC,446,1992,16.195
MAR,504,MAR,504,1992,27.638
MDA,498,MDA,498,1992,16.52
MDG,450,MDG,450,1992,44.21
MDV,462,MDV,462,1992,36.991
MEX,484,MEX,484,1992,27.681
MKD,807,MKD,807,1992,16.802
MLI,466,MLI,466,1992,48.837
MLT,470,MLT,470,1992,14.9
MMR,104,MMR,104,1992,26.325
MNG,496,MNG,496,1992,28.619
MOZ,508,MOZ,508,1992,44.988
MRT,478,MRT,478,1992,39.558
MUS,480,MUS,480,1992,21.1
MWI,454,MWI,454,1992,46.369
MYS,458,MYS,458,1992,27.422
NAM,516,NAM,516,1992,36.659
NCL,540,NCL,540,1992,24.5
NER,562,NER,562,1992,55.218
NGA,566,NGA,566,1992,43.853
NIC,558,NIC,558,1992,33.974
NLD,528,NLD,528,1992,13
NOR,578,NOR,578,1992,14
NPL,524,NPL,524,1992,37.542
NZL,554,NZL,554,1992,17.28
OMN,512,OMN,512,1992,34.549
PAK,586,PAK,586,1992,40.267
PAN,591,PAN,591,1992,25.562
PER,604,PER,604,1992,29.136
PHL,608,PHL,608,1992,32.162
PNG,598,PNG,598,1992,34.558
POL,616,POL,616,1992,13.4
PRI,630,PRI,630,1992,17.8
PRK,408,PRK,408,1992,20.609
PRT,620,PRT,620,1992,11.5
PRY,600,PRY,600,1992,32.279
PSE,275,PSE,275,1992,44.5
PYF,258,PYF,258,1992,26.558
QAT,634,QAT,634,1992,21.324
ROU,642,ROU,642,1992,11.4
RUS,643,RUS,643,1992,10.7
RWA,646,RWA,646,1992,45.419
SAU,682,SAU,682,1992,33.738
SEN,686,SEN,686,1992,41.827
SGP,702,SGP,702,1992,16.8
SLB,90,SLB,90,1992,39.018
SLE,694,SLE,694,1992,46.212
SLV,222,SLV,222,1992,30.441
SOM,706,SOM,706,1992,49.446
STP,678,STP,678,1992,39.75
SUR,740,SUR,740,1992,27.166
SVK,703,SVK,703,1992,14.1
SVN,705,SVN,705,1992,10
SWE,752,SWE,752,1992,14.2
SWZ,748,SWZ,748,1992,37.364
SYC,690,SYC,690,1992,22.6
SYR,760,SYR,760,1992,34.188
TCD,148,TCD,148,1992,51.253
TGO,768,TGO,768,1992,40.564
THA,764,THA,764,1992,18.318
TJK,762,TJK,762,1992,38.267
TKM,795,TKM,795,1992,33.349
TLS,626,TLS,626,1992,42.152
TON,776,TON,776,1992,31.008
TTO,780,TTO,780,1992,18.593
TUN,788,TUN,788,1992,23.557
TUR,792,TUR,792,1992,24.728
TZA,834,TZA,834,1992,43.285
UGA,800,UGA,800,1992,49.844
UKR,804,UKR,804,1992,11.4
URY,858,URY,858,1992,18.169
USA,840,USA,840,1992,15.8
UZB,860,UZB,860,1992,33.1
VCT,670,VCT,670,1992,24.087
VEN,862,VEN,862,1992,27.507
VIR,850,VIR,850,1992,22
VNM,704,VNM,704,1992,26.804
VUT,548,VUT,548,1992,35.555
WSM,882,WSM,882,1992,32.437
YEM,887,YEM,887,1992,50.578
ZAF,710,ZAF,710,1992,28.095
ZMB,894,ZMB,894,1992,45.46
ZWE,716,ZWE,716,1992,34.459
ABW,533,ABW,533,1993,17.859
AFG,4,AFG,4,1993,48.717
AGO,24,AGO,24,1993,49.652
ALB,8,ALB,8,1993,22.742
ARE,784,ARE,784,1993,22.437
ARG,32,ARG,32,1993,21.526
ARM,51,ARM,51,1993,18.41
ATG,28,ATG,28,1993,19.132
AUS,36,AUS,36,1993,14.7
AUT,40,AUT,40,1993,12
AZE,31,AZE,31,1993,23.7
BDI,108,BDI,108,1993,47.442
BEL,56,BEL,56,1993,12
BEN,204,BEN,204,1993,45.093
BFA,854,BFA,854,1993,47.109
BGD,50,BGD,50,1993,32.454
BGR,100,BGR,100,1993,10
BHR,48,BHR,48,1993,26.412
BHS,44,BHS,44,1993,23.199
BIH,70,BIH,70,1993,13.718
BLR,112,BLR,112,1993,11.5
BLZ,84,BLZ,84,1993,34.061
BOL,68,BOL,68,1993,33.859
BRA,76,BRA,76,1993,23.252
BRB,52,BRB,52,1993,15.355
BRN,96,BRN,96,1993,27.811
BTN,64,BTN,64,1993,34.927
BWA,72,BWA,72,1993,32.606
CAF,140,CAF,140,1993,41.509
CAN,124,CAN,124,1993,13.6
CHE,756,CHE,756,1993,12.1
CHL,152,CHL,152,1993,21.06
CHN,156,CHN,156,1993,18.09
CIV,384,CIV,384,1993,42.404
CMR,120,CMR,120,1993,43.525
COD,180,COD,180,1993,46.086
COG,178,COG,178,1993,37.899
COL,170,COL,170,1993,26.101
COM,174,COM,174,1993,40.567
CPV,132,CPV,132,1993,37.246
CRI,188,CRI,188,1993,25.014
CUB,192,CUB,192,1993,14.965
CYP,196,CYP,196,1993,17.731
CZE,203,CZE,203,1993,11.7
DEU,276,DEU,276,1993,9.8
DJI,262,DJI,262,1993,38.131
DNK,208,DNK,208,1993,13
DOM,214,DOM,214,1993,28.261
DZA,12,DZA,12,1993,27.863
ECU,218,ECU,218,1993,28.611
EGY,818,EGY,818,1993,30.11
ERI,232,ERI,232,1993,37.389
ESP,724,ESP,724,1993,9.8
EST,233,EST,233,1993,10.2
ETH,231,ETH,231,1993,46.701
FIN,246,FIN,246,1993,12.8
FJI,242,FJI,242,1993,27.793
FRA,250,FRA,250,1993,13
FSM,583,FSM,583,1993,32.772
GAB,266,GAB,266,1993,36.492
GBR,826,GBR,826,1993,13.2
GEO,268,GEO,268,1993,15.562
GHA,288,GHA,288,1993,38.594
GIN,324,GIN,324,1993,47.142
GMB,270,GMB,270,1993,45.986
GNB,624,GNB,624,1993,45.148
GNQ,226,GNQ,226,1993,41.607
GRC,300,GRC,300,1993,9.7
GRD,308,GRD,308,1993,24.146
GTM,320,GTM,320,1993,38.419
GUM,316,GUM,316,1993,24.076
GUY,328,GUY,328,1993,28.16
HKG,344,HKG,344,1993,12
HND,340,HND,340,1993,37.45
HRV,191,HRV,191,1993,10.6
HTI,332,HTI,332,1993,35.331
HUN,348,HUN,348,1993,11.3
IDN,360,IDN,360,1993,23.983
IND,356,IND,356,1993,29.792
IRL,372,IRL,372,1993,13.8
IRN,364,IRN,364,1993,25.419
IRQ,368,IRQ,368,1993,37.219
ISL,352,ISL,352,1993,17.5
ISR,376,ISR,376,1993,21.3
ITA,380,ITA,380,1993,9.7
JAM,388,JAM,388,1993,24.315
JOR,400,JOR,400,1993,34.336
JPN,392,JPN,392,1993,9.6
KAZ,398,KAZ,398,1993,19.26
KEN,404,KEN,404,1993,40.542
KGZ,417,KGZ,417,1993,25.7
KHM,116,KHM,116,1993,37.251
KIR,296,KIR,296,1993,35.126
KOR,410,KOR,410,1993,16
KWT,414,KWT,414,1993,21.129
LAO,418,LAO,418,1993,40.792
LBN,422,LBN,422,1993,26.835
LBR,430,LBR,430,1993,44.306
LBY,434,LBY,434,1993,26.092
LCA,662,LCA,662,1993,25.796
LKA,144,LKA,144,1993,19.527
LSO,426,LSO,426,1993,32.759
LTU,440,LTU,440,1993,12.9
LUX,442,LUX,442,1993,13.5
LVA,428,LVA,428,1993,10.4
MAC,446,MAC,446,1993,14.91
MAR,504,MAR,504,1993,26.817
MDA,498,MDA,498,1993,15.607
MDG,450,MDG,450,1993,44.104
MDV,462,MDV,462,1993,34.747
MEX,484,MEX,484,1993,27.134
MKD,807,MKD,807,1993,16.289
MLI,466,MLI,466,1993,48.852
MLT,470,MLT,470,1993,13.9
MMR,104,MMR,104,1993,25.889
MNG,496,MNG,496,1993,26.872
MOZ,508,MOZ,508,1993,45.049
MRT,478,MRT,478,1993,39.286
MUS,480,MUS,480,1993,20.3
MWI,454,MWI,454,1993,45.711
MYS,458,MYS,458,1993,27.063
NAM,516,NAM,516,1993,36.056
NCL,540,NCL,540,1993,23.5
NER,562,NER,562,1993,55.074
NGA,566,NGA,566,1993,43.69
NIC,558,NIC,558,1993,33.007
NLD,528,NLD,528,1993,12.8
NOR,578,NOR,578,1993,13.8
NPL,524,NPL,524,1993,37.062
NZL,554,NZL,554,1993,16.53
OMN,512,OMN,512,1993,32.803
PAK,586,PAK,586,1993,39.687
PAN,591,PAN,591,1993,25.272
PER,604,PER,604,1993,28.316
PHL,608,PHL,608,1993,31.754
PNG,598,PNG,598,1993,34.534
POL,616,POL,616,1993,12.9
PRI,630,PRI,630,1993,17.9
PRK,408,PRK,408,1993,20.499
PRT,620,PRT,620,1993,11.4
PRY,600,PRY,600,1993,31.689
PSE,275,PSE,275,1993,44.14
PYF,258,PYF,258,1993,25.558
QAT,634,QAT,634,1993,20.938
ROU,642,ROU,642,1993,11
RUS,643,RUS,643,1993,9.4
RWA,646,RWA,646,1993,44.576
SAU,682,SAU,682,1993,32.671
SEN,686,SEN,686,1993,41.457
SGP,702,SGP,702,1993,16.8
SLB,90,SLB,90,1993,38.495
SLE,694,SLE,694,1993,46.006
SLV,222,SLV,222,1993,30.016
SOM,706,SOM,706,1993,49.817
STP,678,STP,678,1993,39.618
SUR,740,SUR,740,1993,26.718
SVK,703,SVK,703,1993,13.8
SVN,705,SVN,705,1993,9.9
SWE,752,SWE,752,1993,13.5
SWZ,748,SWZ,748,1993,36.601
SYC,690,SYC,690,1993,23.4
SYR,760,SYR,760,1993,33.57
TCD,148,TCD,148,1993,51.344
TGO,768,TGO,768,1993,40.194
THA,764,THA,764,1993,17.863
TJK,762,TJK,762,1993,37.093
TKM,795,TKM,795,1993,31.95
TLS,626,TLS,626,1993,42.019
TON,776,TON,776,1993,30.695
TTO,780,TTO,780,1993,17.666
TUN,788,TUN,788,1993,22.432
TUR,792,TUR,792,1993,24.283
TZA,834,TZA,834,1993,42.93
UGA,800,UGA,800,1993,49.796
UKR,804,UKR,804,1993,10.7
URY,858,URY,858,1993,18.029
USA,840,USA,840,1993,15.4
UZB,860,UZB,860,1993,31.5
VCT,670,VCT,670,1993,23.683
VEN,862,VEN,862,1993,26.922
VIR,850,VIR,850,1993,20.9
VNM,704,VNM,704,1993,25.618
VUT,548,VUT,548,1993,35.262
WSM,882,WSM,882,1993,32.192
YEM,887,YEM,887,1993,49.224
ZAF,710,ZAF,710,1993,27.055
ZMB,894,ZMB,894,1993,45.376
ZWE,716,ZWE,716,1993,33.705
ABW,533,ABW,533,1994,17.27
AFG,4,AFG,4,1994,48.77
AGO,24,AGO,24,1994,49.378
ALB,8,ALB,8,1994,21.902
ARE,784,ARE,784,1994,21.282
ARG,32,ARG,32,1994,21.214
ARM,51,ARM,51,1994,17.172
ATG,28,ATG,28,1994,19.344
AUS,36,AUS,36,1994,14.5
AUT,40,AUT,40,1994,11.6
AZE,31,AZE,31,1994,21.4
BDI,108,BDI,108,1994,46.555
BEL,56,BEL,56,1994,11.5
BEN,204,BEN,204,1994,44.733
BFA,854,BFA,854,1994,47.026
BGD,50,BGD,50,1994,31.653
BGR,100,BGR,100,1994,9.4
BHR,48,BHR,48,1994,25.553
BHS,44,BHS,44,1994,22.743
BIH,70,BIH,70,1994,13.445
BLR,112,BLR,112,1994,10.8
BLZ,84,BLZ,84,1994,33.427
BOL,68,BOL,68,1994,33.349
BRA,76,BRA,76,1994,22.826
BRB,52,BRB,52,1994,15.126
BRN,96,BRN,96,1994,27.055
BTN,64,BTN,64,1994,33.81
BWA,72,BWA,72,1994,31.894
CAF,140,CAF,140,1994,41.42
CAN,124,CAN,124,1994,13.1
CHE,756,CHE,756,1994,11.9
CHL,152,CHL,152,1994,20.471
CHN,156,CHN,156,1994,17.7
CIV,384,CIV,384,1994,42.205
CMR,120,CMR,120,1994,43.094
COD,180,COD,180,1994,46.082
COG,178,COG,178,1994,37.968
COL,170,COL,170,1994,25.628
COM,174,COM,174,1994,39.972
CPV,132,CPV,132,1994,35.717
CRI,188,CRI,188,1994,24.181
CUB,192,CUB,192,1994,14.59
CYP,196,CYP,196,1994,17.121
CZE,203,CZE,203,1994,10.3
DEU,276,DEU,276,1994,9.5
DJI,262,DJI,262,1994,37.21
DNK,208,DNK,208,1994,13.4
DOM,214,DOM,214,1994,27.762
DZA,12,DZA,12,1994,26.361
ECU,218,ECU,218,1994,28.214
EGY,818,EGY,818,1994,29.256
ERI,232,ERI,232,1994,35.892
ESP,724,ESP,724,1994,9.4
EST,233,EST,233,1994,9.7
ETH,231,ETH,231,1994,46.482
FIN,246,FIN,246,1994,12.8
FJI,242,FJI,242,1994,27.362
FRA,250,FRA,250,1994,12.5
FSM,583,FSM,583,1994,32.466
GAB,266,GAB,266,1994,36.069
GBR,826,GBR,826,1994,13
GEO,268,GEO,268,1994,14.957
GHA,288,GHA,288,1994,38.168
GIN,324,GIN,324,1994,46.761
GMB,270,GMB,270,1994,45.515
GNB,624,GNB,624,1994,44.597
GNQ,226,GNQ,226,1994,41.534
GRC,300,GRC,300,1994,9.9
GRD,308,GRD,308,1994,22.935
GTM,320,GTM,320,1994,38.129
GUM,316,GUM,316,1994,23.718
GUY,328,GUY,328,1994,28.056
HKG,344,HKG,344,1994,11.9
HND,340,HND,340,1994,37.156
HRV,191,HRV,191,1994,10.4
HTI,332,HTI,332,1994,34.757
HUN,348,HUN,348,1994,11.2
IDN,360,IDN,360,1994,23.406
IND,356,IND,356,1994,29.258
IRL,372,IRL,372,1994,13.4
IRN,364,IRN,364,1994,23.52
IRQ,368,IRQ,368,1994,37.083
ISL,352,ISL,352,1994,16.7
ISR,376,ISR,376,1994,21.2
ITA,380,ITA,380,1994,9.4
JAM,388,JAM,388,1994,24.001
JOR,400,JOR,400,1994,33.961
JPN,392,JPN,392,1994,10
KAZ,398,KAZ,398,1994,18.93
KEN,404,KEN,404,1994,40.28
KGZ,417,KGZ,417,1994,24.3
KHM,116,KHM,116,1994,35.62
KIR,296,KIR,296,1994,34.429
KOR,410,KOR,410,1994,16
KWT,414,KWT,414,1994,21.358
LAO,418,LAO,418,1994,39.68
LBN,422,LBN,422,1994,26.397
LBR,430,LBR,430,1994,44.115
LBY,434,LBY,434,1994,25.153
LCA,662,LCA,662,1994,24.933
LKA,144,LKA,144,1994,19.231
LSO,426,LSO,426,1994,32.163
LTU,440,LTU,440,1994,11.6
LUX,442,LUX,442,1994,13.5
LVA,428,LVA,428,1994,9.6
MAC,446,MAC,446,1994,13.771
MAR,504,MAR,504,1994,25.981
MDA,498,MDA,498,1994,14.821
MDG,450,MDG,450,1994,43.95
MDV,462,MDV,462,1994,32.474
MEX,484,MEX,484,1994,26.604
MKD,807,MKD,807,1994,15.749
MLI,466,MLI,466,1994,48.847
MLT,470,MLT,470,1994,12.9
MMR,104,MMR,104,1994,25.541
MNG,496,MNG,496,1994,25.265
MOZ,508,MOZ,508,1994,45.078
MRT,478,MRT,478,1994,39.056
MUS,480,MUS,480,1994,19.6
MWI,454,MWI,454,1994,45.18
MYS,458,MYS,458,1994,26.662
NAM,516,NAM,516,1994,35.432
NCL,540,NCL,540,1994,22.5
NER,562,NER,562,1994,54.914
NGA,566,NGA,566,1994,43.556
NIC,558,NIC,558,1994,32.031
NLD,528,NLD,528,1994,12.7
NOR,578,NOR,578,1994,13.9
NPL,524,NPL,524,1994,36.553
NZL,554,NZL,554,1994,15.95
OMN,512,OMN,512,1994,31.196
PAK,586,PAK,586,1994,39.053
PAN,591,PAN,591,1994,25.016
PER,604,PER,604,1994,27.486
PHL,608,PHL,608,1994,31.369
PNG,598,PNG,598,1994,34.55
POL,616,POL,616,1994,12.5
PRI,630,PRI,630,1994,17.5
PRK,408,PRK,408,1994,20.308
PRT,620,PRT,620,1994,10.9
PRY,600,PRY,600,1994,31.109
PSE,275,PSE,275,1994,43.78
PYF,258,PYF,258,1994,24.568
QAT,634,QAT,634,1994,20.635
ROU,642,ROU,642,1994,10.9
RUS,643,RUS,643,1994,9.5
RWA,646,RWA,646,1994,43.802
SAU,682,SAU,682,1994,31.593
SEN,686,SEN,686,1994,41.109
SGP,702,SGP,702,1994,16.2
SLB,90,SLB,90,1994,37.969
SLE,694,SLE,694,1994,45.774
SLV,222,SLV,222,1994,29.538
SOM,706,SOM,706,1994,50.1
STP,678,STP,678,1994,39.508
SUR,740,SUR,740,1994,26.246
SVK,703,SVK,703,1994,12.4
SVN,705,SVN,705,1994,9.8
SWE,752,SWE,752,1994,12.8
SWZ,748,SWZ,748,1994,35.837
SYC,690,SYC,690,1994,22.9
SYR,760,SYR,760,1994,33.108
TCD,148,TCD,148,1994,51.399
TGO,768,TGO,768,1994,39.926
THA,764,THA,764,1994,17.396
TJK,762,TJK,762,1994,35.971
TKM,795,TKM,795,1994,30.413
TLS,626,TLS,626,1994,41.717
TON,776,TON,776,1994,30.267
TTO,780,TTO,780,1994,16.851
TUN,788,TUN,788,1994,21.401
TUR,792,TUR,792,1994,23.9
TZA,834,TZA,834,1994,42.592
UGA,800,UGA,800,1994,49.716
UKR,804,UKR,804,1994,10
URY,858,URY,858,1994,17.837
USA,840,USA,840,1994,15
UZB,860,UZB,860,1994,29.4
VCT,670,VCT,670,1994,23.246
VEN,862,VEN,862,1994,26.368
VIR,850,VIR,850,1994,19.8
VNM,704,VNM,704,1994,24.273
VUT,548,VUT,548,1994,34.951
WSM,882,WSM,882,1994,32.007
YEM,887,YEM,887,1994,47.704
ZAF,710,ZAF,710,1994,26.107
ZMB,894,ZMB,894,1994,45.324
ZWE,716,ZWE,716,1994,33.067
ABW,533,ABW,533,1995,16.691
AFG,4,AFG,4,1995,48.835
AGO,24,AGO,24,1995,49.113
ALB,8,ALB,8,1995,21.02
ARE,784,ARE,784,1995,20.21
ARG,32,ARG,32,1995,20.881
ARM,51,ARM,51,1995,15.991
ATG,28,ATG,28,1995,19.555
AUS,36,AUS,36,1995,14.2
AUT,40,AUT,40,1995,11.2
AZE,31,AZE,31,1995,18.9
BDI,108,BDI,108,1995,45.702
BEL,56,BEL,56,1995,11.4
BEN,204,BEN,204,1995,44.356
BFA,854,BFA,854,1995,46.939
BGD,50,BGD,50,1995,30.897
BGR,100,BGR,100,1995,8.6
BHR,48,BHR,48,1995,24.77
BHS,44,BHS,44,1995,22.131
BIH,70,BIH,70,1995,13.185
BLR,112,BLR,112,1995,9.9
BLZ,84,BLZ,84,1995,32.791
BOL,68,BOL,68,1995,32.84
BRA,76,BRA,76,1995,22.424
BRB,52,BRB,52,1995,14.896
BRN,96,BRN,96,1995,26.238
BTN,64,BTN,64,1995,32.694
BWA,72,BWA,72,1995,31.231
CAF,140,CAF,140,1995,41.376
CAN,124,CAN,124,1995,12.6
CHE,756,CHE,756,1995,11.7
CHL,152,CHL,152,1995,19.818
CHN,156,CHN,156,1995,17.12
CIV,384,CIV,384,1995,42.029
CMR,120,CMR,120,1995,42.691
COD,180,COD,180,1995,46.073
COG,178,COG,178,1995,38.069
COL,170,COL,170,1995,25.094
COM,174,COM,174,1995,39.435
CPV,132,CPV,132,1995,34.126
CRI,188,CRI,188,1995,23.352
CUB,192,CUB,192,1995,14.302
CYP,196,CYP,196,1995,16.446
CZE,203,CZE,203,1995,9.3
DEU,276,DEU,276,1995,9.4
DJI,262,DJI,262,1995,36.164
DNK,208,DNK,208,1995,13.3
DOM,214,DOM,214,1995,27.239
DZA,12,DZA,12,1995,24.884
ECU,218,ECU,218,1995,27.82
EGY,818,EGY,818,1995,28.526
ERI,232,ERI,232,1995,34.524
ESP,724,ESP,724,1995,9.1
EST,233,EST,233,1995,9.4
ETH,231,ETH,231,1995,46.245
FIN,246,FIN,246,1995,12.3
FJI,242,FJI,242,1995,26.898
FRA,250,FRA,250,1995,12.8
FSM,583,FSM,583,1995,32.172
GAB,266,GAB,266,1995,35.613
GBR,826,GBR,826,1995,12.6
GEO,268,GEO,268,1995,14.366
GHA,288,GHA,288,1995,37.77
GIN,324,GIN,324,1995,46.362
GMB,270,GMB,270,1995,45.009
GNB,624,GNB,624,1995,44.047
GNQ,226,GNQ,226,1995,41.494
GRC,300,GRC,300,1995,9.6
GRD,308,GRD,308,1995,21.882
GTM,320,GTM,320,1995,37.767
GUM,316,GUM,316,1995,23.439
GUY,328,GUY,328,1995,27.867
HKG,344,HKG,344,1995,11.2
HND,340,HND,340,1995,36.835
HRV,191,HRV,191,1995,10.9
HTI,332,HTI,332,1995,34.211
HUN,348,HUN,348,1995,10.8
IDN,360,IDN,360,1995,22.877
IND,356,IND,356,1995,28.749
IRL,372,IRL,372,1995,13.5
IRN,364,IRN,364,1995,21.9
IRQ,368,IRQ,368,1995,36.953
ISL,352,ISL,352,1995,16
ISR,376,ISR,376,1995,21.1
ITA,380,ITA,380,1995,9.2
JAM,388,JAM,388,1995,23.672
JOR,400,JOR,400,1995,33.554
JPN,392,JPN,392,1995,9.54
KAZ,398,KAZ,398,1995,17.46
KEN,404,KEN,404,1995,40.196
KGZ,417,KGZ,417,1995,25.6
KHM,116,KHM,116,1995,34.079
KIR,296,KIR,296,1995,33.696
KOR,410,KOR,410,1995,15.7
KWT,414,KWT,414,1995,21.885
LAO,418,LAO,418,1995,38.417
LBN,422,LBN,422,1995,25.795
LBR,430,LBR,430,1995,43.982
LBY,434,LBY,434,1995,24.322
LCA,662,LCA,662,1995,24.034
LKA,144,LKA,144,1995,18.971
LSO,426,LSO,426,1995,31.682
LTU,440,LTU,440,1995,11.4
LUX,442,LUX,442,1995,13.3
LVA,428,LVA,428,1995,8.7
MAC,446,MAC,446,1995,12.789
MAR,504,MAR,504,1995,25.155
MDA,498,MDA,498,1995,14.153
MDG,450,MDG,450,1995,43.725
MDV,462,MDV,462,1995,30.239
MEX,484,MEX,484,1995,26.096
MKD,807,MKD,807,1995,15.2
MLI,466,MLI,466,1995,48.826
MLT,470,MLT,470,1995,12.2
MMR,104,MMR,104,1995,25.277
MNG,496,MNG,496,1995,23.841
MOZ,508,MOZ,508,1995,45.074
MRT,478,MRT,478,1995,38.865
MUS,480,MUS,480,1995,18.3
MWI,454,MWI,454,1995,44.78
MYS,458,MYS,458,1995,26.179
NAM,516,NAM,516,1995,34.773
NCL,540,NCL,540,1995,21.9
NER,562,NER,562,1995,54.734
NGA,566,NGA,566,1995,43.449
NIC,558,NIC,558,1995,31.063
NLD,528,NLD,528,1995,12.3
NOR,578,NOR,578,1995,13.8
NPL,524,NPL,524,1995,35.985
NZL,554,NZL,554,1995,15.77
OMN,512,OMN,512,1995,29.743
PAK,586,PAK,586,1995,38.375
PAN,591,PAN,591,1995,24.781
PER,604,PER,604,1995,26.667
PHL,608,PHL,608,1995,31.016
PNG,598,PNG,598,1995,34.577
POL,616,POL,616,1995,11.2
PRI,630,PRI,630,1995,17
PRK,408,PRK,408,1995,20.034
PRT,620,PRT,620,1995,10.7
PRY,600,PRY,600,1995,30.524
PSE,275,PSE,275,1995,43.42
PYF,258,PYF,258,1995,23.626
QAT,634,QAT,634,1995,20.391
ROU,642,ROU,642,1995,10.4
RUS,643,RUS,643,1995,9.3
RWA,646,RWA,646,1995,43.089
SAU,682,SAU,682,1995,30.529
SEN,686,SEN,686,1995,40.776
SGP,702,SGP,702,1995,15.6
SLB,90,SLB,90,1995,37.458
SLE,694,SLE,694,1995,45.52
SLV,222,SLV,222,1995,28.982
SOM,706,SOM,706,1995,50.264
STP,678,STP,678,1995,39.431
SUR,740,SUR,740,1995,25.764
SVK,703,SVK,703,1995,11.5
SVN,705,SVN,705,1995,9.5
SWE,752,SWE,752,1995,11.7
SWZ,748,SWZ,748,1995,35.083
SYC,690,SYC,690,1995,21
SYR,760,SYR,760,1995,32.772
TCD,148,TCD,148,1995,51.414
TGO,768,TGO,768,1995,39.762
THA,764,THA,764,1995,16.913
TJK,762,TJK,762,1995,34.925
TKM,795,TKM,795,1995,28.84
TLS,626,TLS,626,1995,41.299
TON,776,TON,776,1995,29.762
TTO,780,TTO,780,1995,16.17
TUN,788,TUN,788,1995,20.479
TUR,792,TUR,792,1995,23.553
TZA,834,TZA,834,1995,42.289
UGA,800,UGA,800,1995,49.603
UKR,804,UKR,804,1995,9.6
URY,858,URY,858,1995,17.604
USA,840,USA,840,1995,14.6
UZB,860,UZB,860,1995,29.8
VCT,670,VCT,670,1995,22.765
VEN,862,VEN,862,1995,25.854
VIR,850,VIR,850,1995,18.7
VNM,704,VNM,704,1995,22.842
VUT,548,VUT,548,1995,34.632
WSM,882,WSM,882,1995,31.854
YEM,887,YEM,887,1995,46.095
ZAF,710,ZAF,710,1995,25.276
ZMB,894,ZMB,894,1995,45.302
ZWE,716,ZWE,716,1995,32.56
ABW,533,ABW,533,1996,16.132
AFG,4,AFG,4,1996,48.87
AGO,24,AGO,24,1996,48.87
ALB,8,ALB,8,1996,20.106
ARE,784,ARE,784,1996,19.253
ARG,32,ARG,32,1996,20.545
ARM,51,ARM,51,1996,14.947
ATG,28,ATG,28,1996,19.741
AUS,36,AUS,36,1996,13.9
AUT,40,AUT,40,1996,11.2
AZE,31,AZE,31,1996,16.6
BDI,108,BDI,108,1996,44.926
BEL,56,BEL,56,1996,11.5
BEN,204,BEN,204,1996,43.965
BFA,854,BFA,854,1996,46.843
BGD,50,BGD,50,1996,30.181
BGR,100,BGR,100,1996,8.6
BHR,48,BHR,48,1996,24.069
BHS,44,BHS,44,1996,21.357
BIH,70,BIH,70,1996,12.889
BLR,112,BLR,112,1996,9.4
BLZ,84,BLZ,84,1996,32.168
BOL,68,BOL,68,1996,32.334
BRA,76,BRA,76,1996,22.022
BRB,52,BRB,52,1996,14.672
BRN,96,BRN,96,1996,25.412
BTN,64,BTN,64,1996,31.573
BWA,72,BWA,72,1996,30.646
CAF,140,CAF,140,1996,41.369
CAN,124,CAN,124,1996,12
CHE,756,CHE,756,1996,11.7
CHL,152,CHL,152,1996,19.124
CHN,156,CHN,156,1996,16.98
CIV,384,CIV,384,1996,41.864
CMR,120,CMR,120,1996,42.336
COD,180,COD,180,1996,46.06
COG,178,COG,178,1996,38.186
COL,170,COL,170,1996,24.52
COM,174,COM,174,1996,38.959
